Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Penguins,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,19:20,5v5,ARI,5,w,16,,,opl,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,41,29,,81,87,14,28,58,29,,16,50,89,2,5,41
1,19:00,5v5,ARI,10,t,8,5,11,ol,opl,of,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,29,37,,81,87,14,28,58,29,,8,11,10,2,5,41
1,18:38,5v5,ARI,45,w,12,24,,orrc,ol,,y,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,71,57,61,4,8,29,,24,12,19,34,45,41
1,18:29,5v5,ARI,19,b,24,12,,or,or,,,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,71,57,61,4,8,29,,24,12,19,34,45,41
1,18:24,5v5,ARI,24,s,12,,,oell,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,71,57,61,4,8,29,,24,12,19,34,45,41
1,17:52,4v5,ARI,11,w,5,,,nc,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,71,41,72,61,58,29,,8,11,2,5,41,0
1,16:39,5v4,PIT,71,w,3,,,dc,,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,28,58,29,,8,11,2,5,41,0
1,15:33,5v5,ARI,89,w,48,34,,dl,dl,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,4,8,29,,16,50,89,2,5,41
1,14:14,5v5,ARI,34,w,16,11,,orrr,nc,,,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,13,19,57,4,8,29,,8,11,10,34,45,41
1,12:48,5v5,PIT,28,s,58,87,,ol,of,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,15,17,48,5,23,41
1,10:36,5v5,PIT,58,w,71,28,71,dc,dl,nf,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,28,58,29,,24,12,19,2,5,41
1,10:14,5v4,ARI,89,w,50,89,50,ol,oc,opl,,,,,23,y,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
1,9:56,5v4,ARI,23,w,89,23,89,oc,opr,oc,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
1,9:48,5v4,ARI,23,s,19,8,19,opr,oelr,or,,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
1,9:36,5v4,ARI,23,w,89,,,oprrl,,,,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
1,9:28,5v4,ARI,23,w,11,,,ofp,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
1,9:18,5v4,ARI,26,w,10,16,26,orrc,ol,or,y,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,4,12,29,0,,11,16,10,23,26,41
1,7:38,5v5,PIT,87,s,28,,,opr,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,16,50,89,23,26,41
1,6:16,5v5,ARI,45,w,24,19,,orrc,oell,,y,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,71,72,61,3,12,29,,24,12,19,34,45,41
1,5:33,5v5,PIT,41,w,4,71,4,opl,nc,dsc,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,7,11,41,4,8,29,,8,11,10,34,45,41
1,5:29,5v5,PIT,7,w,11,,,opr,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,7,11,41,4,8,29,,8,11,10,34,45,41
1,5:19,5v5,PIT,41,w,11,28,,nc,nr,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,7,11,41,28,58,29,,8,11,10,34,45,41
1,5:10,5v5,ARI,26,w,89,16,,opc,dl,,,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,16,50,89,2,26,41
1,4:59,5v5,ARI,16,w,50,,,of,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,13,19,57,3,12,29,,16,50,89,2,26,41
1,4:52,5v5,ARI,26,w,16,50,,orrl,ol,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,13,19,57,3,12,29,,16,50,89,2,26,41
1,4:22,5v5,PIT,19,w,8,,,opr,,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,13,19,57,4,8,29,,8,11,10,2,26,41
1,4:07,5v5,PIT,72,t,4,71,72,ol,oc,or,y,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,4,8,29,,24,12,19,2,5,41
1,3:38,5v5,PIT,41,w,61,71,61,orrl,nr,nc,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,7,41,61,28,58,29,,15,19,48,34,45,41
1,3:29,5v5,PIT,28,w,58,,,opr,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,7,41,61,28,58,29,,15,19,48,34,45,41
1,2:37,5v4,PIT,14,w,87,81,58,orrr,orrl,oc,y,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,57,58,29,,8,11,26,34,41,0
1,2:11,5v4,PIT,58,s,81,14,81,opl,opl,ol,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,57,58,29,,15,48,2,5,41,0
1,1:55,5v4,PIT,57,w,81,87,,oc,dsc,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,57,58,29,,8,11,26,34,41,0
1,1:18,5v4,PIT,72,w,3,,,dc,,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,3,12,29,,24,12,2,5,41,0
1,1:13,5v4,PIT,3,s,12,72,,oprrl,opl,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,3,12,29,,24,12,2,5,45,41
1,1:01,5v5,PIT,72,w,61,12,,oelc,ol,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,4,8,29,,24,12,2,5,45,41
1,0:55,5v5,PIT,8,s,4,72,,oprrl,oelpc,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,4,8,29,,24,12,2,5,45,41
1,0:05,5v4,ARI,23,w,89,50,,oprrl,of,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,87,28,58,29,0,,8,50,19,89,23,41
2,19:28,5v4,ARI,23,w,19,23,89,oelc,or,nc,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
2,19:14,5v4,ARI,89,w,23,89,23,or,oprrl,oprrr,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,13,28,58,29,0,,8,50,19,89,23,41
2,18:52,5v4,ARI,89,w,50,23,89,orrl,oprrr,oc,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:34,5v4,ARI,11,w,23,,,dsc,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,4,12,29,0,,11,16,10,23,26,41
2,18:29,5v4,ARI,16,w,10,11,,ol,of,,y,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,4,12,29,0,,11,16,10,23,26,41
2,18:23,5v4,ARI,16,w,26,,,or,,,y,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,4,12,29,0,,11,16,10,23,26,41
2,18:15,5v4,ARI,26,s,23,26,,oprrl,opc,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,4,12,29,0,,11,16,10,23,26,41
2,18:00,5v5,ARI,11,w,16,26,,ol,nr,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,19,4,12,29,,11,16,10,2,5,41
2,17:43,5v5,ARI,5,w,11,16,11,opr,oelr,or,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,11,71,19,4,12,29,,15,10,48,2,5,41
2,17:23,5v5,ARI,17,w,23,26,15,ol,opc,of,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,15,17,48,23,26,41
2,17:17,5v5,ARI,48,s,17,,,opl,,,,y,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,15,17,48,23,26,41
2,15:39,5v5,PIT,61,w,72,8,,orrc,nsc,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,28,58,29,,16,50,89,2,5,41
2,15:32,5v5,ARI,16,w,50,,,dr,,,,,,,,,,0,29,20029,10/10/2015,ARI,PIT,,,,71,72,61,28,58,29,,16,50,89,2,5,41
2,15:14,5v5,PIT,7,s,28,41,11,opl,oc,dl,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:00,5v5,ARI,8,w,10,11,,oelc,oc,,y,y,,y,,,,0,29,20029,10/10/2015,ARI,PIT,,,,7,11,41,28,58,29,,8,11,10,23,26,41
2,14:11,5v5,PIT,58,w,14,,,dc,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,16,50,89,23,26,41
2,12:36,5v5,ARI,48,w,17,15,,oelr,or,,y,y,,,48,y,y,0,29,20029,10/10/2015,ARI,PIT,,,,71,72,61,3,12,29,,15,17,48,2,5,41
2,12:00,5v5,ARI,5,w,24,19,,orrl,ol,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,7,11,41,28,58,29,,24,12,19,2,5,41
2,11:32,5v4,ARI,16,w,89,23,16,orrl,oprrr,opr,y,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,19,4,8,29,0,,11,16,10,89,23,41
2,10:43,5v4,ARI,23,w,89,8,,oprrc,opr,,,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,19,4,8,29,0,,11,16,10,89,23,41
2,10:37,5v4,ARI,10,w,89,10,,oc,opr,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,19,4,8,29,0,,11,16,10,89,23,41
2,9:19,5v5,ARI,8,s,26,,,dsl,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,12,28,29,,8,50,19,2,5,41
2,9:06,5v5,PIT,14,s,87,14,,ol,nl,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,8,12,29,,8,50,17,2,5,41
2,8:20,5v5,PIT,58,w,58,71,4,oc,nl,dc,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,72,61,4,58,29,,15,17,48,2,45,41
2,7:49,4v4,PIT,57,w,71,,,nc,,,y,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,57,28,58,29,0,,12,48,2,5,41,0
2,5:55,5v4,PIT,72,w,71,41,71,ol,oc,of,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,19,41,72,58,29,,8,11,2,5,41,0
2,3:38,5v4,PIT,71,s,81,,,orrc,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,81,87,72,58,29,,15,48,2,5,41,0
2,1:55,4v5,ARI,8,w,11,8,,oc,nc,,,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,14,57,3,28,29,,8,11,2,5,41,0
2,0:45,5v5,PIT,8,w,19,61,,nc,dc,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,7,19,57,4,8,29,,16,12,89,2,5,41
2,0:11,5v5,PIT,28,w,71,,,dsl,,,,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,72,57,12,28,29,,11,24,19,2,26,41
3,19:55,5v5,ARI,23,w,50,,,nf,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,28,58,29,,16,50,89,23,26,41
3,19:22,5v5,PIT,14,w,81,,,ol,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,3,12,29,,16,50,89,23,26,41
3,18:55,5v5,ARI,8,a,11,8,,ol,ol,,y,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,71,72,57,3,12,29,,8,11,10,2,5,41
3,18:28,4v4,PIT,28,w,58,,,dc,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,18:22,4v4,PIT,28,w,58,19,,opr,opr,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,28,58,29,0,,12,19,2,26,41,0
3,18:16,4v4,ARI,12,w,2,19,,nl,nc,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,19,28,58,29,0,,12,19,2,26,41,0
3,18:05,4v4,ARI,19,t,12,19,,oc,oelc,,y,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,19,28,58,29,0,,12,19,23,26,41,0
3,18:01,4v4,ARI,23,w,50,,,of,,,,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,3,4,29,0,,50,89,23,26,41,0
3,17:17,4v4,ARI,50,w,89,,,orrl,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,8,58,29,0,,50,89,5,23,41,0
3,17:13,4v4,ARI,8,w,11,,,of,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,8,58,29,0,,50,89,5,23,41,0
3,16:47,4v4,PIT,8,w,58,14,71,oprrr,opc,oelr,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,14,8,58,29,0,,8,11,2,5,41,0
3,16:02,5v5,PIT,3,w,41,7,11,oelpl,oc,ol,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,7,11,41,3,28,29,,15,17,48,5,34,41
3,15:56,5v5,PIT,41,s,28,7,,opr,oelc,,,y,,,7,y,,1,41,20029,10/10/2015,ARI,PIT,,,,7,11,41,3,28,29,,15,17,48,5,34,41
3,15:16,5v5,PIT,19,w,61,,,oelc,,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,61,4,12,29,,24,12,19,34,45,41
3,15:13,5v5,PIT,17,s,13,61,,opc,ol,,,y,,,61,,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,61,4,12,29,,24,12,19,34,45,41
3,13:40,5v5,ARI,8,w,23,,,dsc,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,4,8,29,,8,11,10,23,26,41
3,13:33,5v5,PIT,81,w,87,14,,oc,nl,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,4,8,29,,8,11,10,23,26,41
3,13:31,5v5,PIT,8,w,14,81,,oc,oelc,,y,,,,8,,,1,41,20029,10/10/2015,ARI,PIT,,,,81,87,14,4,8,29,,8,11,10,23,26,41
3,13:10,5v5,ARI,8,w,10,11,,orrl,dl,,y,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,4,8,29,,8,12,10,34,45,41
3,12:39,5v5,ARI,45,w,24,12,,opr,oelc,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,11,81,87,4,8,29,,24,12,19,34,45,41
3,12:27,5v5,ARI,24,b,19,12,,ol,oelc,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,11,81,87,4,8,29,,24,12,19,34,45,41
3,11:59,5v5,PIT,3,s,7,41,,oprrr,oelc,,,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,7,19,41,3,12,29,,12,19,48,34,45,41
3,11:19,5v5,PIT,13,s,61,28,58,orrc,nl,nc,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,61,28,58,29,,15,16,17,2,5,41
3,10:57,5v5,PIT,28,s,58,,,dc,,,,,,,28,y,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,61,28,58,29,,16,50,89,2,5,41
3,10:35,5v5,PIT,72,w,4,,,dsc,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,72,57,4,8,29,,16,50,89,23,26,41
3,10:26,5v5,PIT,72,w,57,71,72,oelc,ol,ol,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,71,72,57,4,8,29,,16,50,89,23,26,41
3,10:07,5v5,ARI,89,w,16,23,,oelc,nl,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,71,81,57,4,8,29,,11,16,89,2,5,41
3,9:44,5v5,ARI,5,w,8,11,8,opr,ol,ol,,y,,,10,y,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,3,12,29,,8,11,10,2,5,41
3,9:12,5v5,ARI,12,w,19,,,oell,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,87,41,14,28,58,29,,24,12,19,34,45,41
3,7:38,5v5,PIT,13,b,19,61,,oell,oelc,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,61,3,12,29,,16,50,89,2,5,41
3,7:30,5v5,ARI,89,w,50,,,dsl,,,y,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,13,19,61,3,12,29,,16,50,89,2,5,41
3,7:13,5v5,ARI,11,w,10,11,8,ol,ol,ol,y,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,71,72,57,28,58,29,,8,11,10,2,5,41
3,6:30,5v5,ARI,23,s,16,89,,opl,oell,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,3,12,29,,16,50,89,23,26,41
3,6:22,5v5,ARI,12,b,16,,,orrr,,,y,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,81,87,14,3,12,29,,16,12,89,23,26,41
3,5:10,5v5,ARI,11,t,10,11,8,or,oc,dl,y,y,,,8,,,1,29,20029,10/10/2015,ARI,PIT,,,,71,72,57,28,58,29,,8,11,10,2,5,41
3,3:52,5v5,PIT,13,w,4,,,dl,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,13,19,61,4,8,29,,24,12,19,34,45,41
3,3:14,5v4,ARI,26,w,50,,,of,,,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:56,5v4,ARI,45,w,5,89,16,orrr,or,or,,y,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,7,11,4,12,29,0,,11,16,89,5,45,41
3,1:20,5v4,ARI,89,w,23,89,11,orrc,opl,oell,,,,,,,,1,29,20029,10/10/2015,ARI,PIT,,,,7,11,28,58,29,0,,11,16,89,23,45,41
1,19:35,5v5,PIT,12,w,13,,,of,,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,70,29,,13,41,14,8,12,29,,83,43,25,2,27,70
1,19:01,5v5,WSH,25,w,83,2,27,ol,dc,dc,,,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:29,5v5,PIT,57,w,8,57,,or,nl,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,57,8,12,29,,19,14,90,44,74,70
1,17:33,5v5,PIT,3,s,7,,,of,,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,7,11,19,3,4,29,,92,77,8,2,27,70
1,17:00,5v5,PIT,19,w,11,,,ol,,,y,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,7,11,19,3,4,29,,18,21,65,2,27,70
1,16:47,5v5,PIT,2,w,4,11,,or,or,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:33,5v5,WSH,74,w,8,92,8,orrl,ol,opl,,y,,,77,y,,0,29,20135,10/28/2015,WSH,PIT,,,,71,81,57,28,58,29,,92,77,8,44,74,70
1,15:15,5v5,PIT,57,w,81,,,oc,,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,57,8,12,29,,92,14,8,44,74,70
1,14:39,5v5,PIT,9,w,87,,,or,,,y,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,87,72,9,8,12,29,,19,14,90,2,27,70
1,13:49,5v4,PIT,87,w,71,,,of,,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,87,72,58,29,,21,77,44,74,70,0
1,13:13,5v3,PIT,87,o,71,,,orrl,,,y,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,87,72,58,29,,83,2,27,70,0,0
1,12:53,5v3,PIT,71,o,81,87,58,oc,opr,or,y,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,87,72,58,29,,83,2,27,70,0,0
1,12:16,5v3,PIT,71,o,58,,,oc,,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,87,72,58,29,,21,2,74,70,0,0
1,12:09,5v3,PIT,58,o,71,,,oc,,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,87,72,58,29,,21,2,74,70,0,0
1,9:59,5v4,PIT,13,w,57,19,57,oelc,or,or,y,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:49,5v4,PIT,19,w,13,19,28,oelr,or,ol,y,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,13,19,14,57,28,29,,21,77,2,4,70,0
1,9:39,5v4,PIT,87,s,28,87,,or,of,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,87,72,9,3,28,29,,19,83,44,74,70,0
1,8:54,5v5,WSH,90,s,19,90,44,ol,dl,dl,,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,7,11,41,8,12,29,,19,14,90,4,9,70
1,8:28,5v5,WSH,92,w,14,4,9,dr,dc,dr,,,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,71,81,57,28,58,29,,92,8,65,4,9,70
1,8:17,5v5,WSH,65,w,92,,,or,,,y,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,71,81,57,28,58,29,,92,8,65,4,9,70
1,6:57,5v5,WSH,25,o,77,,,ol,,,,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,13,41,14,3,4,29,,19,77,25,4,9,70
1,5:37,5v5,PIT,57,w,81,,,orrr,,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,57,3,4,29,,83,43,25,44,74,70
1,5:23,5v5,PIT,71,o,81,71,57,ol,ol,ol,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,57,3,4,29,,83,43,25,44,74,70
1,5:06,5v5,WSH,27,s,90,,,ol,,,,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,13,41,14,28,58,29,,19,14,90,2,27,70
1,4:28,5v5,PIT,58,s,41,,,dc,,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,13,41,14,28,58,29,,18,21,65,44,74,70
1,4:22,5v5,PIT,8,w,9,87,,oc,of,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,87,72,9,8,12,29,,92,77,8,44,74,70
1,4:13,5v5,PIT,87,b,12,,,oc,,,y,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,87,72,9,8,12,29,,92,77,8,44,74,70
1,3:11,5v5,WSH,18,w,65,,,ol,,,y,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,7,11,19,3,4,29,,18,21,65,4,9,70
1,2:20,5v5,PIT,58,w,81,57,,oc,ol,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,71,81,57,28,58,29,,19,14,90,2,27,70
1,2:02,5v5,WSH,44,s,74,,,nr,,,,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,13,41,14,28,58,29,,83,43,25,44,74,70
1,0:01,5v5,PIT,7,s,58,,,nc,,,,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,7,11,81,28,58,29,,83,43,25,44,74,70
2,18:35,5v5,WSH,2,w,90,,,or,,,,,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,13,41,14,8,12,29,,19,14,90,2,27,70
2,14:38,5v5,WSH,74,s,14,19,74,oc,opl,dsr,,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,81,87,9,3,8,29,,19,14,90,44,74,70
2,13:57,5v5,PIT,3,w,13,,,oc,,,,,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,13,41,14,3,4,29,,92,77,8,2,9,70
2,12:55,5v5,PIT,7,t,11,58,,ol,oc,,y,y,,,,,,0,70,20135,10/28/2015,WSH,PIT,,,,7,11,19,8,58,29,,19,43,25,44,74,70
2,12:26,5v4,WSH,90,t,74,19,,opr,or,,y,y,,,,,,0,29,20135,10/28/2015,WSH,PIT,,,,13,9,4,12,29,0,,19,77,8,90,74,70
